platform,has_profile_pic,bio_length,username_randomness,followers,following,follower_following_ratio,account_age_days,posts,posts_per_day,caption_similarity_score,content_similarity_score,follow_unfollow_rate,spam_comments_rate,generic_comment_rate,suspicious_links_in_bio,verified,is_fake
Instagram,1,77,1,413,698,0.590844063,2457,180,0.073230269,0.677047925,0.513675063,221,147,84,1,0,1
Twitter,1,156,1,401,720,0.556171983,3063,204,0.066579634,0.091533182,0.503755568,439,3,141,1,0,1
Twitter,1,153,0,378,751,0.502659574,3853,195,0.050596783,0.66709316,0.955635839,255,151,139,1,0,1
Instagram,0,34,0,384,698,0.549356223,4898,211,0.043070014,0.931551485,0.153665315,300,75,67,1,0,1
Twitter,0,78,1,437,682,0.639824305,4991,187,0.037459936,0.044954956,0.938555599,441,27,121,0,0,1
Instagram,0,66,0,380,687,0.552325581,4969,187,0.037625755,0.616418096,0.561988587,411,98,43,1,0,1
Facebook,0,86,0,393,679,0.577941176,388,231,0.593830334,0.37916457,0.993688581,144,158,84,0,0,1
Facebook,1,156,0,397,722,0.549100968,2004,219,0.109226933,0.501031459,0.573138276,163,66,40,1,0,1
Facebook,1,33,0,404,714,0.565034965,1032,195,0.188770571,0.528178816,0.656376109,11,191,121,1,0,1
Facebook,0,96,1,365,705,0.516997167,1541,175,0.113488975,0.771046097,0.749574203,49,116,43,1,0,1
Twitter,0,168,0,385,706,0.544554455,450,208,0.461197339,0.55701252,0.821789179,314,16,74,0,1,1
Instagram,0,168,1,390,713,0.546218487,3548,202,0.056917442,0.593085628,0.47756361,359,133,91,0,0,1
Instagram,1,150,1,413,695,0.593390805,4438,190,0.042802433,0.332911844,0.678593887,11,106,15,1,1,1
Instagram,0,70,0,424,664,0.637593985,1097,199,0.181238616,0.125945298,0.614882996,483,187,85,0,0,1
Facebook,0,2,1,428,682,0.626647145,860,215,0.24970964,0.682732333,0.407086997,189,80,132,0,1,1
Facebook,1,57,0,394,664,0.592481203,302,204,0.673267327,0.00048214,0.820797616,295,10,136,0,1,1
Instagram,1,31,0,375,707,0.529661017,2020,218,0.107867392,0.328717169,0.192448553,92,165,76,1,1,1
Facebook,0,30,0,389,713,0.544817927,881,190,0.215419501,0.218043954,0.167130711,129,100,38,1,0,1
Instagram,1,81,1,376,671,0.55952381,2282,190,0.083223828,0.388533441,0.736438214,348,161,86,1,0,1
Instagram,0,42,1,387,686,0.563318777,4162,223,0.053567139,0.311268027,0.637485314,477,174,63,0,1,1
Instagram,1,134,1,391,733,0.532697548,230,176,0.761904762,0.70421708,0.317660466,483,159,105,0,0,1
Instagram,0,104,0,383,687,0.556686047,922,184,0.199349946,0.260206051,0.635129905,363,106,89,1,1,1
Instagram,0,0,0,401,677,0.591445428,1833,210,0.114503817,0.560750346,0.770647188,408,119,145,1,0,1
Instagram,0,60,0,420,701,0.598290598,51,229,4.403846154,0.45577043,0.216966178,340,184,66,0,1,1
Instagram,0,13,1,394,684,0.575182482,3679,192,0.052173913,0.801057505,0.581394132,213,173,4,1,1,1
Facebook,1,179,0,429,701,0.611111111,4483,194,0.043264942,0.428092488,0.824665901,329,162,58,1,1,1
Instagram,1,223,0,395,731,0.539617486,3782,203,0.053661116,0.863876078,0.411238538,382,149,75,1,1,1
Instagram,1,5,1,378,708,0.533145275,753,200,0.265251989,0.000145768,0.571736708,286,143,3,1,1,1
Facebook,1,102,1,408,693,0.587896254,1479,172,0.116216216,0.604836355,0.078535704,174,105,15,0,0,1
Facebook,0,9,1,392,741,0.528301887,2089,209,0.1,0.009806994,0.830468728,443,117,74,1,0,1
Facebook,0,70,0,419,681,0.614369501,2994,209,0.069782972,0.713934323,0.796126369,200,75,99,1,1,1
Instagram,1,89,0,403,674,0.597037037,3796,196,0.0516197,0.234922402,0.456254453,104,4,120,0,0,1
Twitter,1,225,0,411,750,0.547270306,3341,196,0.058647516,0.379981252,0.11924841,230,25,65,0,0,1
Twitter,1,157,1,423,707,0.597457627,2344,193,0.082302772,0.380437514,0.660398784,97,76,135,1,1,1
Facebook,1,227,1,382,692,0.551226551,1239,184,0.148387097,0.846422418,0.57298012,102,151,20,1,0,1
Twitter,1,148,1,429,758,0.565217391,4521,208,0.045997346,0.102092761,0.919479897,40,66,25,0,0,1
Facebook,0,125,1,395,664,0.593984962,2237,196,0.087578195,0.666896953,0.27980853,433,31,142,1,1,1
Instagram,0,187,0,414,689,0.6,4257,191,0.04485674,0.981256829,0.032326464,150,150,29,0,0,1
Twitter,0,208,0,406,695,0.583333333,2429,191,0.078600823,0.022384429,0.25473961,267,176,65,1,1,1
Instagram,1,96,0,436,721,0.603878116,4340,210,0.04837595,0.965894199,0.427906979,326,118,79,1,1,1
Twitter,1,73,0,418,687,0.60755814,183,202,1.097826087,0.018404729,0.15544444,351,189,12,1,0,1
Instagram,1,114,0,391,731,0.534153005,544,190,0.348623853,0.841149458,0.979734944,466,101,0,1,1,1
Twitter,1,190,0,355,685,0.517492711,2827,207,0.073196605,0.96124442,0.222391026,277,108,128,1,0,1
Instagram,0,238,0,399,654,0.609160305,93,198,2.106382979,0.993027382,0.677860854,55,78,140,1,1,1
Instagram,0,169,0,387,696,0.555236729,2416,216,0.089366984,0.459121341,0.454112686,15,65,60,0,1,1
Twitter,1,50,1,436,672,0.647845468,4255,192,0.045112782,0.866957506,0.555147855,441,138,116,0,1,1
Instagram,0,191,1,370,721,0.512465374,2446,174,0.071107479,0.122339543,0.932679992,455,79,65,1,1,1
Instagram,0,203,0,406,676,0.599704579,4534,203,0.044762955,0.425384339,0.531553842,221,145,122,0,0,1
Instagram,1,55,1,428,703,0.607954545,4402,193,0.04383375,0.307974976,0.30522649,178,9,3,0,0,1
Twitter,1,207,0,406,675,0.600591716,3033,191,0.062953197,0.395177051,0.220814308,133,76,140,0,0,1
Twitter,1,40,0,427,695,0.613505747,1974,211,0.106835443,0.701980852,0.89199287,257,59,35,1,0,1
Instagram,1,31,1,438,774,0.56516129,3290,210,0.063810392,0.0874802,0.986725066,61,7,95,0,0,1
Instagram,1,14,0,411,694,0.591366906,2377,196,0.082422204,0.99816396,0.251832159,481,198,84,0,0,1
Twitter,1,61,0,415,713,0.581232493,4439,201,0.04527027,0.635067159,0.721933738,476,47,142,0,1,1
Twitter,0,154,0,391,687,0.568313953,3235,206,0.063658838,0.873517587,0.505752486,487,80,89,1,0,1
Instagram,0,27,0,376,711,0.528089888,1134,208,0.183259912,0.829695565,0.698582998,122,40,84,1,0,1
Instagram,1,208,0,390,698,0.557939914,3639,204,0.056043956,0.765997544,0.964214573,41,122,11,0,0,1
Instagram,0,63,0,392,700,0.559201141,2398,201,0.08378491,0.039223531,0.276086728,372,7,75,1,0,1
Facebook,1,237,0,366,703,0.519886364,2774,209,0.075315315,0.516467077,0.739945982,372,92,68,1,0,1
Twitter,1,186,1,399,710,0.561181435,4461,183,0.041012999,0.328148376,0.437946811,298,164,41,1,0,1
Facebook,1,241,1,423,707,0.597457627,1921,228,0.118626431,0.112939116,0.652534113,51,90,129,1,0,1
Twitter,1,185,0,417,706,0.589816124,2063,199,0.096414729,0.342990206,0.406651916,378,164,7,0,0,1
Twitter,0,129,1,403,692,0.581529582,2201,211,0.09582198,0.644803037,0.70833598,441,63,53,1,1,1
Twitter,1,126,0,391,659,0.592424242,4628,182,0.039317347,0.230626429,0.337501578,403,186,135,0,0,1
Twitter,0,35,0,413,694,0.594244604,3015,185,0.061339523,0.444595429,0.488355098,311,126,87,0,1,1
Twitter,1,113,0,415,682,0.60761347,3472,198,0.057011229,0.404494244,0.708793645,66,87,140,1,0,1
Twitter,1,198,0,367,680,0.538913363,4951,184,0.037156704,0.052462963,0.042706798,58,44,28,1,0,1
Twitter,1,12,1,404,727,0.554945055,469,207,0.440425532,0.628082529,0.328089531,303,143,12,1,0,1
Facebook,0,14,1,415,691,0.599710983,1345,181,0.134472511,0.618846902,0.546184703,34,25,57,0,0,1
Instagram,1,88,1,378,663,0.569277108,879,174,0.197727273,0.966414505,0.074135178,135,158,62,1,0,1
Instagram,1,214,1,389,693,0.560518732,4463,209,0.046818996,0.298005217,0.703156771,498,154,86,1,0,1
Facebook,1,187,0,414,681,0.607038123,3910,202,0.051649195,0.418951029,0.813286956,75,170,86,1,0,1
Facebook,0,21,1,381,735,0.517663043,3808,222,0.058283014,0.403637622,0.16332731,241,14,73,0,0,1
Facebook,0,190,0,403,727,0.553571429,4737,208,0.04390038,0.919743901,0.733463001,492,57,37,1,1,1
Facebook,0,217,0,430,707,0.607344633,4958,214,0.043153862,0.408649315,0.646200135,490,176,68,0,1,1
Twitter,1,224,1,411,742,0.553162853,2942,203,0.068977234,0.442764144,0.410878479,287,78,68,1,1,1
Instagram,0,202,0,356,687,0.51744186,3346,187,0.055870929,0.252344534,0.164988132,220,24,128,1,0,1
Twitter,1,73,1,415,711,0.582865169,589,205,0.347457627,0.001168146,0.954878362,300,67,129,1,0,1
Instagram,0,24,1,406,664,0.610526316,3884,189,0.048648649,0.110450671,0.464010977,84,35,112,1,0,1
Instagram,0,100,1,419,695,0.602011494,1330,188,0.141247183,0.703889151,0.183643452,122,116,28,0,1,1
Facebook,1,175,1,417,751,0.554521277,92,225,2.419354839,0.682495593,0.718164246,194,79,121,0,1,1
Twitter,0,170,1,387,718,0.538247566,458,207,0.450980392,0.322530573,0.607897956,101,174,6,0,0,1
Facebook,1,116,0,380,657,0.577507599,3342,199,0.059527371,0.473006228,0.81619799,282,58,54,0,1,1
Twitter,1,165,1,379,669,0.565671642,1885,221,0.117179215,0.297378393,0.996096712,374,179,6,1,1,1
Instagram,0,40,1,411,698,0.587982833,3122,177,0.056676273,0.730916389,0.044867166,2,39,91,0,0,1
Facebook,1,172,0,395,680,0.580029369,2040,185,0.090641842,0.84249935,0.739315759,312,170,9,1,1,1
Facebook,1,87,1,432,684,0.630656934,1404,185,0.131672598,0.899105293,0.989130889,448,116,79,0,1,1
Instagram,0,167,1,395,735,0.536684783,3704,206,0.05560054,0.173871321,0.538231639,493,183,73,0,0,1
Instagram,0,109,0,380,690,0.549927641,4483,195,0.043487957,0.695016742,0.715702054,246,80,57,1,1,1
Instagram,1,119,0,394,720,0.546463245,1982,187,0.094301563,0.963004677,0.441110515,147,130,89,1,0,1
Facebook,0,96,1,384,711,0.539325843,1793,183,0.102006689,0.650611704,0.356773714,198,70,97,1,0,1
Twitter,1,144,0,402,700,0.573466476,4467,197,0.044091316,0.350974144,0.696458092,120,139,39,0,1,1
Facebook,1,215,1,372,660,0.562783661,2232,211,0.094491715,0.635946366,0.988089404,168,192,141,0,0,1
Twitter,0,228,0,405,707,0.572033898,772,205,0.265200517,0.688426052,0.091666416,0,170,128,1,1,1
Facebook,0,56,1,388,766,0.505867014,205,191,0.927184466,0.3970473,0.42212148,329,100,144,0,1,1
Facebook,0,129,1,411,697,0.588825215,2220,209,0.094101756,0.103990951,0.940618803,108,69,48,1,0,1
Instagram,0,95,1,402,702,0.571834993,4921,185,0.037586347,0.606659868,0.112798293,459,173,85,1,1,1
Twitter,1,120,0,397,653,0.607033639,222,199,0.892376682,0.802140801,0.650933312,387,187,143,1,0,1
Facebook,1,61,1,426,734,0.579591837,1192,211,0.176865046,0.997576484,0.430164811,326,188,134,0,1,1
Facebook,0,215,0,467,691,0.674855491,3316,207,0.062405788,0.223058307,0.376892417,9,176,142,1,0,1
Instagram,0,136,1,406,691,0.586705202,3290,182,0.05530234,0.700388974,0.209439774,469,24,114,1,0,1
Instagram,1,67,1,399,693,0.574927954,1599,202,0.12625,0.0280432,0.176334273,126,88,20,1,0,1
Twitter,1,80,1,378,729,0.517808219,1909,198,0.103664921,0.96982528,0.5162867,472,130,65,0,0,1
Facebook,1,16,1,426,702,0.605974395,4263,191,0.044793621,0.012564462,0.377437213,156,195,88,0,0,1
Twitter,1,116,1,410,688,0.595065312,1543,196,0.126943005,0.358794962,0.491544384,230,62,137,1,0,1
Facebook,0,49,0,381,683,0.557017544,142,215,1.503496503,0.076402773,0.195937459,14,29,51,0,0,1
Twitter,1,111,0,412,667,0.616766467,90,207,2.274725275,0.620967962,0.350201752,274,92,33,0,0,1
Instagram,1,93,0,423,711,0.594101124,3986,202,0.05066466,0.339499796,0.996417671,486,131,93,0,1,1
Facebook,0,167,1,407,743,0.547043011,4407,208,0.047186933,0.732943931,0.368070828,441,77,85,0,1,1
Twitter,1,185,1,369,708,0.52045134,2264,215,0.094922737,0.486378067,0.412709162,365,84,64,0,1,1
Instagram,1,202,0,397,664,0.596992481,3513,188,0.053500285,0.419403416,0.019876062,436,70,59,0,1,1
Instagram,0,84,1,422,743,0.567204301,3707,199,0.053667745,0.348516349,0.380825797,45,148,135,0,1,1
Twitter,0,148,1,361,669,0.53880597,1210,191,0.157720892,0.086129167,0.763391341,273,70,74,1,1,1
Facebook,0,145,1,350,635,0.550314465,4979,191,0.038353414,0.204824853,0.515596796,105,128,68,0,1,1
Facebook,1,182,0,413,720,0.572815534,3225,197,0.061066336,0.639102505,0.657045416,2,187,44,1,1,1
Instagram,1,156,0,408,700,0.582025678,4857,183,0.037669823,0.496751669,0.556552138,325,33,48,1,0,1
Facebook,0,151,0,385,691,0.556358382,1360,183,0.134459956,0.070089452,0.10549106,252,86,61,0,1,1
Facebook,0,73,0,411,678,0.605301915,1539,227,0.147402597,0.543951718,0.332144391,21,130,148,1,1,1
Facebook,1,108,0,390,720,0.540915395,149,212,1.413333333,0.054142661,0.694233082,54,17,120,1,1,1
Instagram,0,144,1,394,743,0.529569892,4811,195,0.040523691,0.511726948,0.547938904,373,42,52,1,1,1
Twitter,0,17,1,365,701,0.51994302,1426,194,0.135949544,0.964961447,0.674961069,447,75,96,1,0,1
Facebook,0,41,1,390,748,0.520694259,1718,195,0.113438045,0.307344554,0.360180488,296,77,120,0,0,1
Instagram,1,239,1,398,729,0.545205479,1355,191,0.140855457,0.723503139,0.193689084,109,40,52,0,1,1
Instagram,1,211,0,394,724,0.543448276,2406,224,0.093061903,0.745552041,0.829814037,372,105,8,1,1,1
Twitter,1,100,0,434,714,0.606993007,2636,186,0.070534699,0.404859533,0.376301159,222,108,74,1,0,1
Facebook,1,44,1,402,734,0.546938776,2364,217,0.091754757,0.593292151,0.655010994,468,23,103,1,0,1
Facebook,1,81,0,400,674,0.592592593,2933,198,0.067484663,0.472046091,0.381246363,247,23,92,0,0,1
Twitter,1,16,1,386,709,0.543661972,3108,198,0.063686073,0.28336302,0.927253557,135,2,123,1,1,1
Twitter,0,72,1,373,697,0.534383954,1502,229,0.152361943,0.754742095,0.991939315,320,186,121,0,0,1
Instagram,1,13,1,417,723,0.575966851,1452,176,0.121128699,0.702826616,0.648928801,386,185,60,0,0,1
Instagram,1,176,1,400,700,0.570613409,450,188,0.416851441,0.900548865,0.602151209,412,72,123,1,0,1
Twitter,0,156,0,400,722,0.553250346,1836,219,0.119216113,0.61812618,0.84082698,245,23,149,1,0,1
Facebook,1,222,1,394,744,0.52885906,4186,193,0.046095056,0.388720141,0.516231795,69,193,94,0,0,1
Instagram,1,131,0,402,721,0.556786704,2589,214,0.082625483,0.714007558,0.869505901,480,118,29,1,0,1
Instagram,0,81,1,413,719,0.573611111,4272,199,0.046571495,0.61903623,0.412938288,17,39,91,1,1,1
Facebook,0,147,1,395,682,0.578330893,1444,193,0.133564014,0.616614193,0.031897088,489,70,83,1,1,1
Instagram,0,119,1,402,734,0.546938776,2949,201,0.068135593,0.849837757,0.926590338,496,136,14,0,0,1
Facebook,1,119,1,429,715,0.599162011,3936,201,0.051054102,0.910468539,0.721528471,185,108,142,1,0,1
Facebook,0,46,0,430,740,0.580296896,3710,193,0.052007545,0.180241664,0.510767121,116,102,52,0,0,1
Facebook,1,106,1,455,739,0.614864865,3243,203,0.062577065,0.314050224,0.944893738,256,187,22,1,1,1
Twitter,1,107,0,356,719,0.494444444,1290,209,0.161890008,0.650305701,0.886768045,277,166,69,0,1,1
Twitter,1,8,1,382,699,0.545714286,504,195,0.386138614,0.557221234,0.108425977,94,32,108,0,1,1
Twitter,1,204,1,409,745,0.548257373,3098,236,0.076153598,0.652326169,0.624397445,406,161,143,1,1,1
Facebook,0,78,1,430,752,0.571049137,2148,205,0.095393206,0.433014599,0.538104138,391,61,86,0,0,1
Facebook,0,154,0,390,729,0.534246575,1466,202,0.137695978,0.412439014,0.776473772,412,84,6,1,1,1
Twitter,1,14,1,394,706,0.5572843,4521,211,0.04666077,0.117653905,0.300767932,427,60,38,1,0,1
Instagram,0,219,1,416,684,0.60729927,1898,202,0.106371775,0.62364824,0.008115652,114,92,103,1,0,1
Facebook,1,228,1,427,718,0.593880389,3717,180,0.048413125,0.175785653,0.185399601,493,26,49,1,0,1
Instagram,1,246,1,413,702,0.587482219,651,193,0.29601227,0.671021596,0.210940584,61,125,47,1,0,1
Instagram,1,18,1,394,654,0.601526718,3263,207,0.063419118,0.967072243,0.291416372,274,144,48,1,0,1
Facebook,0,89,0,390,717,0.543175487,1211,195,0.160891089,0.256412827,0.370392848,314,59,81,0,0,1
Facebook,1,179,0,368,721,0.509695291,2188,200,0.091365921,0.142152305,0.706554794,496,169,62,0,0,1
Instagram,1,25,1,386,729,0.528767123,3821,220,0.057561486,0.024175245,0.074244875,123,46,129,1,0,1
Instagram,0,216,1,403,729,0.552054795,369,220,0.594594595,0.378827186,0.486547276,79,111,111,0,1,1
Twitter,0,153,0,396,693,0.570605187,2345,218,0.092924126,0.214611059,0.498643681,146,86,95,1,0,1
Twitter,0,153,1,429,735,0.582880435,3272,203,0.062022609,0.491859423,0.615869786,484,180,120,1,1,1
Facebook,0,173,0,372,607,0.611842105,2844,202,0.071001757,0.524306028,0.310547457,21,108,17,0,0,1
Twitter,1,91,1,400,683,0.584795322,3451,217,0.062862109,0.349327744,0.259788896,82,148,87,0,0,1
Twitter,0,176,1,406,710,0.571026723,3152,195,0.061845861,0.749906222,0.483884911,323,135,67,1,0,1
Twitter,1,81,0,415,712,0.582047686,3519,170,0.048295455,0.904806671,0.659607989,4,72,59,1,0,1
Twitter,0,223,1,425,689,0.615942029,4355,218,0.050045914,0.211523098,0.044592071,260,121,129,1,0,1
Instagram,0,180,0,443,700,0.631954351,1637,197,0.12026862,0.836297773,0.293581842,408,96,93,1,1,1
Facebook,0,130,0,399,662,0.601809955,3861,197,0.051009839,0.1311879,0.787310315,279,185,48,0,0,1
Twitter,0,193,0,384,729,0.526027397,1145,198,0.172774869,0.228702185,0.484189542,128,67,79,0,1,1
Instagram,0,224,1,407,682,0.595900439,3127,205,0.065537084,0.561415686,0.951825803,113,62,126,1,0,1
Instagram,0,41,0,406,713,0.568627451,18,198,10.42105263,0.306581489,0.867541729,283,186,52,0,1,1
Instagram,1,18,0,430,675,0.636094675,1657,201,0.121230398,0.041710791,0.343944979,46,81,63,0,1,1
Twitter,0,16,1,402,714,0.562237762,4206,207,0.049203708,0.294872142,0.726270995,340,29,32,0,1,1
Twitter,0,235,1,392,716,0.546722455,4427,202,0.04561879,0.904870189,0.274308486,187,24,57,0,0,1
Facebook,0,160,1,400,737,0.54200542,1597,184,0.11514393,0.174223162,0.17529649,18,120,49,1,1,1
Twitter,0,75,1,440,708,0.620592384,946,191,0.201689546,0.76375088,0.881020366,86,96,63,1,1,1
Twitter,1,176,1,398,694,0.572661871,1288,190,0.147401086,0.722282006,0.35024928,141,98,130,1,0,1
Instagram,0,183,1,385,738,0.52097429,268,201,0.747211896,0.106224816,0.203418043,250,105,124,0,0,1
Facebook,0,62,0,438,700,0.624821683,435,220,0.504587156,0.329442965,0.9649765,325,55,60,0,0,1
Twitter,0,130,1,421,778,0.540436457,2036,198,0.097201767,0.189356289,0.031028806,479,161,123,1,1,1
Twitter,0,106,0,402,714,0.562237762,2498,205,0.082032813,0.023150181,0.36689935,369,177,137,1,0,1
Instagram,1,48,1,389,723,0.537292818,3209,197,0.061370717,0.173040675,0.038417894,479,129,65,1,0,1
Instagram,0,54,0,401,659,0.607575758,1614,215,0.133126935,0.201577942,0.504100297,7,52,29,1,1,1
Twitter,1,153,0,377,682,0.551976574,719,171,0.2375,0.165980247,0.401175421,36,125,24,0,0,1
Facebook,0,98,1,417,712,0.584852735,3979,197,0.049497487,0.091097209,0.720668872,85,40,119,1,0,1
Facebook,1,199,1,412,697,0.59025788,2232,205,0.091804747,0.526305132,0.954034489,71,22,87,1,0,1
Instagram,1,51,0,377,706,0.533239038,3673,200,0.054436581,0.322639042,0.519688839,380,188,9,1,0,1
Instagram,0,99,1,394,730,0.538987688,741,214,0.288409704,0.908249361,0.285399577,485,30,93,0,1,1
Twitter,0,116,1,361,671,0.537202381,805,172,0.213399504,0.187213468,0.872175639,265,193,125,0,0,1
Instagram,1,117,0,386,654,0.589312977,4513,184,0.040762074,0.60286263,0.604539781,66,1,98,1,1,1
Twitter,1,6,0,417,643,0.647515528,4978,185,0.037156055,0.900620384,0.553484546,140,196,87,0,0,1
Facebook,0,45,0,392,680,0.575624082,4887,178,0.036415712,0.047189651,0.188574662,294,59,19,0,1,1
Facebook,1,45,1,409,712,0.573632539,3772,193,0.051152929,0.516277471,0.040591513,63,77,116,1,1,1
Twitter,1,99,1,412,685,0.60058309,1727,230,0.133101852,0.450668813,0.461404945,29,22,102,1,0,1
Instagram,1,143,1,392,696,0.56241033,3513,198,0.056346044,0.928778608,0.528046927,387,184,98,0,0,1
Facebook,0,151,1,385,709,0.542253521,1099,223,0.202727273,0.663764773,0.127093725,44,34,122,1,0,1
Instagram,1,188,0,375,701,0.534188034,2622,175,0.066717499,0.34916141,0.059396629,133,0,73,0,1,0
Facebook,1,53,1,400,676,0.59084195,3806,195,0.051221434,0.711521219,0.21608035,15,104,50,0,1,1
Twitter,1,61,0,443,667,0.663173653,3011,208,0.069057105,0.582654021,0.063098315,277,175,78,0,0,1
Twitter,0,128,1,414,694,0.595683453,2984,194,0.064991625,0.347169898,0.056138267,218,48,2,0,1,1
Twitter,0,48,1,406,745,0.544235925,3705,249,0.067188343,0.785248678,0.444166229,276,167,79,1,0,1
Facebook,1,24,0,404,671,0.601190476,3384,231,0.068242245,0.66816976,0.810244185,220,61,68,1,0,1
Instagram,0,9,1,377,726,0.518569464,1845,184,0.099674973,0.005416298,0.663988228,192,14,20,1,0,1
Instagram,1,117,1,411,696,0.589670014,3925,203,0.051706572,0.865134606,0.679413657,157,157,41,1,0,1
Instagram,0,207,0,372,708,0.524682652,3100,210,0.06772009,0.397091882,0.262436564,23,20,117,0,1,1
Facebook,0,143,1,386,706,0.545968883,4522,217,0.047977006,0.645447601,0.011104185,319,135,20,0,0,1
Facebook,1,185,0,434,703,0.616477273,4979,196,0.03935743,0.396768321,0.450646591,140,134,129,0,1,1
Facebook,0,199,0,382,709,0.538028169,4882,203,0.041572804,0.881362044,0.377124152,221,104,134,0,0,1
Facebook,0,156,0,374,691,0.540462428,535,233,0.434701493,0.650835446,0.947234999,25,33,34,1,0,1
Facebook,0,230,0,367,712,0.514726508,285,202,0.706293706,0.579386209,0.072019512,97,120,29,0,1,1
Instagram,1,91,1,389,697,0.55730659,2670,163,0.061025833,0.98026475,0.776419323,275,191,54,0,1,1
Facebook,0,133,1,426,700,0.607703281,3787,186,0.049102429,0.28064052,0.385416178,60,169,0,1,0,1
Facebook,0,143,1,402,696,0.576757532,1130,192,0.169761273,0.065254291,0.829619827,379,180,124,1,0,1
Instagram,1,147,0,413,684,0.602919708,504,197,0.39009901,0.516010433,0.494907896,242,95,110,0,1,1
Facebook,0,79,1,367,695,0.527298851,4142,201,0.048515568,0.424017834,0.820501809,389,197,128,0,1,1
Instagram,0,70,1,390,688,0.566037736,537,205,0.381040892,0.454290049,0.466848368,426,9,62,1,1,1
Instagram,0,232,1,426,713,0.596638655,62,197,3.126984127,0.620104838,0.401859509,432,89,85,1,0,1
Twitter,0,77,1,390,710,0.548523207,2384,197,0.082599581,0.615121637,0.963708499,8,57,76,1,0,1
Twitter,0,42,0,404,721,0.559556787,211,185,0.872641509,0.392264293,0.368858094,383,108,121,0,0,1
Twitter,1,153,0,361,705,0.511331445,2448,226,0.092282564,0.862877024,0.805300027,356,98,14,0,0,1
